RequirementId	Title	OriginalScope	MvpFinalClassification	ControlServerImpact	OnboardHmiImpact	SharedProtocolImpact	FullProductCluster	ClusterBasis	Batch	Batch0FormNote	PreviousBatch	ChangeProposal
REQ-0138	MES field changes are described as “已变化／保持不变” evidence…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0139	Same-Series refresh attempts to preserve focused Deman…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0140	Current-target refresh failure retains the last succes…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0141	Inspector close, Host change, and application shutdown…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0142	Window layout persistence extends the existing prefere…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0143	Default Inspector size is 1200×800 effective pixels; m…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0144	The existing Inspector ADR remains authoritative for w…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0145	Production UI work must follow the repository Fluent U…	8005 MesIngestWatch 的 DemandSeries 单实例 Inspector E 信息架构	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-1 Inspector E 信息架构	OriginalScope 归 MesIngestWatch Inspector E	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0146	观察与计算：build 查询；地图和站点查询；可调度车辆和指定车辆状态查询；按 upperId/orderI…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	实现指定车辆的查询、建单、命令和对账边界。	展示移动/到站/阻断事实，不直接调用 RIoT。	服务端向车载发布可行动状态；不透传任意 RIoT API。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0	白名单条目，批次 0 归属正确。但其具名 endpoint 清单成立于「不建路网成本引擎」这个形态：9 个具名 endpoint 全在 /api/version/ 与 /api/task/ 下，一个 /api/imap/ 端点都没有，而票 14 的 RouteGraphSnapshot 引擎需要四个 imap 只读端点（edges/{mapId}、mapInfo/stations/{mapId}、mapResource/removedEdge/{mapId}、mapEdgeGroup/all），vendored RIoT.Sdk.Facade 的 38 个 *Async 方法里也没有任何边表方法。用户 2026-09-04 已批准扩项并要求走具名 Facade，票 15 已提 CP-0001 修订项二增列这四个端点，本图不执行，形态标 需求变更待批。	BATCH-0	CP-0001
REQ-0147	常规建单：只允许 POST /api/order/v1/add/byDefaultMissions 创建指定…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	实现指定车辆的查询、建单、命令和对账边界。	展示移动/到站/阻断事实，不直接调用 RIoT。	服务端向车载发布可行动状态；不透传任意 RIoT API。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0148	受控订单命令：只允许 POST /api/task/v1/order/command/{orderId} 的…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	实现指定车辆的查询、建单、命令和对账边界。	展示移动/到站/阻断事实，不直接调用 RIoT。	服务端向车载发布可行动状态；不透传任意 RIoT API。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0149	调度可用性：允许 POST /api/task/vehicles/updateVehicleIntegrat…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	实现指定车辆的查询、建单、命令和对账边界。	展示移动/到站/阻断事实，不直接调用 RIoT。	服务端向车载发布可行动状态；不透传任意 RIoT API。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0150	当前 MES 业务对账键是 TransportDemandKey，即 TASK_TYPE + SUBLOT。…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0151	唯一性限定在完整快照和同时可见范围。 同一次完整成功 MES 快照中，一个 TransportDemandK…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0152	同一 SUBLOT 同时命中多个任务类型是阻断性冲突。 该 SUBLOT 在本轮的全部候选均不创建或刷新 T…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0153	DemandId 是本地 TransportDemand 实例身份。 MesIngest 在创建实例时生成，…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0154	GONE 后同键再现产生新实例。 原 TransportDemand 与原 DemandId 永久保留为 G…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0155	本地取消终态挂 DemandId，禁止再次执行业务挂 TransportDemandKey。 调度以 Tra…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-C2 多车与多任务调度	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-7	成立于「一个 DemandId 一条 journey」：实现是 OnboardRecoveryCoordinator.cs:828 把 「CANCELLED_BY_OPERATOR」 写进 JourneyRuntimeRow.BlockReasonCode，挂在 journey 行上；本条要求的按 TransportDemandKey 的 TransportDemandSuppression 零命中。完整产品下 REQ-0154 规定 GONE 后同键再现产生新 DemandId，新 journey 行命不中旧的 BlockReasonCode，抑制失效。这是本图第十次「能力藏在批次 0」。	BATCH-6	
REQ-0156	抑制只由本地取消产生。 CANCELLED_BY_OPERATOR、CANCELLED_BY_LOAD_CO…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-C2 多车与多任务调度	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-7	同 REQ-0155：抑制只由本地取消产生这条规则，需要按键的抑制表才有载体。	BATCH-6	
REQ-0157	版本与范围绑定。 本结论绑定 Git 提交 420c96c2f961aaffa42a5443fa42e658…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0158	当前 8005 范围内所有组成部分严格只读访问 MES；不得执行完工、卸货、过站、入库或其它 MES 写操作…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0159	8005 的物理卸货与搬运结果只形成其本地业务终态和正常审计事实；本地完成不等同于 MES 完成，也不以任何…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0160	正常卸货后所需的 MES 入站、过站、接收或其它状态变化，由目的站对应的现场责任人通过既有 PDA/MES …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0161	物理卸货完成并满足安全结束条件后，8005 立即结束本地任务并释放车辆；不等待现场 PDA/MES 操作，不…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0162	8005 不显示 MES 后续操作提醒、不要求提醒确认，也不建立 MES 后续待办、完成状态、未确认告警或专…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0163	MES 写回能力不属于当前基线。未来若要引入，必须作为新能力重新评审，并取得版本绑定的接口与数据契约、授权、…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	持久化执行、取消、完成和抑制身份。	显示唯一任务和本地完成；不显示或等待 PDA。	任务快照、终态和去重关联必须版本化。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0164	UC-008 的“0/1”是8005的硬下单门禁，不是自动清理目标。 8005 按下单时的 appointV…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	执行 WIRE_TO_GATE 字段、站点和容量准入。	在机台展示并核对 Sublot/篮数/端点。	只传经服务端裁决的字段和错误码，不让车载二次分类。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0165	正常 QUEUEING 是短暂过渡，QueueingStall 才是异常滞留。 可执行订单通常很快进入 EX…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	执行 WIRE_TO_GATE 字段、站点和容量准入。	在机台展示并核对 Sublot/篮数/端点。	只传经服务端裁决的字段和错误码，不让车载二次分类。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
